year,mo,dy, hr, Pmean, Pstdv,  n
2018,08,04, 10, 1.788, 0.166, 12
2018,08,04, 11, 2.204, 0.094, 12
2018,08,04, 12, 2.484, 0.080, 12
2018,08,04, 13, 2.565, 0.179, 12
2018,08,04, 14, 2.007, 0.765, 12
2018,08,04, 15, 1.497, 0.699, 12
2018,08,04, 16, 1.862, 0.507, 12
2018,08,04, 17, 1.192, 0.480, 12
2018,08,04, 18, 0.768, 0.117, 12
2018,08,04, 19, 0.479, 0.103, 12
2018,08,04, 20, 0.183, 0.060, 12
2018,08,04, 21, 0.033, 0.031,  7
2018,08,05, 06, 0.024, 0.000,  1
2018,08,05, 07, 0.062, 0.024, 12
2018,08,05, 08, 0.375, 0.277, 12
2018,08,05, 09, 1.220, 0.276, 12
2018,08,05, 10, 1.602, 0.485, 12
2018,08,05, 11, 2.308, 0.365, 12
2018,08,05, 12, 2.619, 0.140, 12
2018,08,05, 13, 2.756, 0.036, 12
2018,08,05, 14, 2.761, 0.025, 12
2018,08,05, 15, 2.596, 0.072, 12
2018,08,05, 16, 2.251, 0.360, 12
2018,08,05, 17, 1.623, 0.565, 12
2018,08,05, 18, 1.329, 0.367, 12
2018,08,05, 19, 0.593, 0.250, 12
2018,08,05, 20, 0.080, 0.025, 12
2018,08,05, 21, 0.026, 0.013,  7
2018,08,06, 06, 0.012, 0.000,  1
2018,08,06, 07, 0.056, 0.022, 12
2018,08,06, 08, 0.366, 0.276, 12
2018,08,06, 09, 1.179, 0.219, 12
2018,08,06, 10, 1.824, 0.159, 12
2018,08,06, 11, 2.277, 0.114, 12
2018,08,06, 12, 2.580, 0.067, 12
2018,08,06, 13, 2.710, 0.015, 12
2018,08,06, 14, 2.695, 0.028, 12
2018,08,06, 15, 2.539, 0.073, 12
2018,08,06, 16, 2.240, 0.141, 12
2018,08,06, 17, 1.847, 0.174, 12
2018,08,06, 18, 1.243, 0.242, 12
2018,08,06, 19, 0.366, 0.159, 12
2018,08,06, 20, 0.142, 0.057, 12
2018,08,06, 21, 0.034, 0.020,  7
2018,08,07, 06, 0.012, 0.000,  1
2018,08,07, 07, 0.074, 0.032, 12
2018,08,07, 08, 0.388, 0.230, 12
2018,08,07, 09, 1.068, 0.195, 12
2018,08,07, 10, 1.665, 0.181, 12
2018,08,07, 11, 2.156, 0.100, 12
2018,08,07, 12, 2.445, 0.076, 12
2018,08,07, 13, 2.583, 0.031, 12
2018,08,07, 14, 2.640, 0.034, 12
2018,08,07, 15, 2.471, 0.068, 12
2018,08,07, 16, 2.089, 0.168, 12
2018,08,07, 17, 1.695, 0.268, 12
2018,08,07, 18, 1.141, 0.212, 12
2018,08,07, 19, 0.473, 0.201, 12
2018,08,07, 20, 0.122, 0.042, 12
2018,08,07, 21, 0.029, 0.014,  5
2018,08,08, 07, 0.051, 0.023,  8
2018,08,08, 08, 0.112, 0.027, 12
2018,08,08, 09, 0.212, 0.231, 12
2018,08,08, 10, 1.176, 0.420, 12
2018,08,08, 11, 0.968, 0.611, 12
2018,08,08, 12, 0.903, 0.422, 12
2018,08,08, 13, 0.375, 0.242, 12
2018,08,08, 14, 0.584, 0.252, 12
2018,08,08, 15, 0.742, 0.206, 12
2018,08,08, 16, 0.727, 0.312, 12
2018,08,08, 17, 1.017, 0.477, 12
2018,08,08, 18, 0.451, 0.208, 12
2018,08,08, 19, 0.363, 0.058, 12
2018,08,08, 20, 0.168, 0.114, 12
2018,08,08, 21, 0.029, 0.011,  5
2018,08,09, 06, 0.012, 0.000,  1
2018,08,09, 07, 0.085, 0.033, 12
2018,08,09, 08, 0.424, 0.233, 12
2018,08,09, 09, 1.001, 0.322, 12
2018,08,09, 10, 1.170, 0.303, 12
2018,08,09, 11, 0.404, 0.313, 12
2018,08,09, 12, 0.858, 0.958, 12
2018,08,09, 13, 1.272, 0.650, 12
2018,08,09, 14, 0.076, 0.078,  6
2018,08,09, 15, 0.197, 0.073, 12
2018,08,09, 16, 0.338, 0.157, 12
2018,08,09, 17, 0.497, 0.356, 12
2018,08,09, 18, 0.605, 0.142, 12
2018,08,09, 19, 0.281, 0.140, 12
2018,08,09, 20, 0.176, 0.025, 12
2018,08,09, 21, 0.070, 0.029,  5
2018,08,10, 07, 0.065, 0.034, 12
2018,08,10, 08, 0.392, 0.247, 12
2018,08,10, 09, 0.772, 0.220, 12
2018,08,10, 10, 1.776, 0.403, 12
2018,08,10, 11, 2.468, 0.163, 12
2018,08,10, 12, 2.198, 0.782, 12
2018,08,10, 13, 1.735, 0.735, 12
2018,08,10, 14, 1.849, 0.694, 12
2018,08,10, 15, 1.340, 0.848, 12
2018,08,10, 16, 1.525, 0.843, 12
2018,08,10, 17, 1.572, 0.411, 12
2018,08,10, 18, 1.029, 0.348, 12
2018,08,10, 19, 0.550, 0.265, 12
2018,08,10, 20, 0.076, 0.046, 11
2018,08,11, 07, 0.059, 0.031, 12
2018,08,11, 08, 0.383, 0.253, 12
2018,08,11, 09, 1.053, 0.265, 12
2018,08,11, 10, 1.900, 0.193, 12
2018,08,11, 11, 2.112, 0.645, 12
2018,08,11, 12, 2.797, 0.304, 12
2018,08,11, 13, 2.782, 0.343, 12
2018,08,11, 14, 2.351, 0.699, 12
2018,08,11, 15, 2.480, 0.553, 12
2018,08,11, 16, 2.096, 0.753, 12
2018,08,11, 17, 2.107, 0.169, 12
2018,08,11, 18, 1.251, 0.184, 12
2018,08,11, 19, 0.591, 0.253, 12
2018,08,11, 20, 0.098, 0.038, 12
2018,08,11, 21, 0.024, 0.015,  5
2018,08,12, 07, 0.032, 0.007,  3
2018,08,12, 08, 0.151, 0.075, 12
2018,08,12, 09, 0.529, 0.089, 12
2018,08,12, 10, 0.909, 0.321, 12
2018,08,12, 11, 1.568, 0.223, 12
2018,08,12, 12, 2.443, 0.377, 12
2018,08,12, 13, 2.674, 0.247, 12
2018,08,12, 14, 2.435, 0.509, 12
2018,08,12, 15, 2.577, 0.164, 12
2018,08,12, 16, 2.212, 0.240, 12
2018,08,12, 17, 1.636, 0.280, 12
2018,08,12, 18, 0.814, 0.491, 12
2018,08,12, 19, 0.303, 0.087, 12
2018,08,12, 20, 0.083, 0.056, 12
2018,08,12, 21, 0.012, 0.000,  2
2018,08,13, 08, 0.125, 0.087,  9
2018,08,13, 09, 0.916, 0.455, 12
2018,08,13, 10, 0.799, 0.373, 12
2018,08,13, 11, 0.676, 0.212, 12
2018,08,13, 12, 0.562, 0.205, 12
2018,08,13, 13, 0.383, 0.184, 12
2018,08,13, 14, 0.243, 0.134, 12
2018,08,13, 15, 0.784, 0.674, 12
2018,08,13, 16, 0.535, 0.338, 12
2018,08,13, 17, 0.627, 0.288, 12
2018,08,13, 18, 0.845, 0.525, 12
2018,08,13, 19, 0.027, 0.036,  7
2018,08,13, 20, 0.045, 0.011,  4
2018,08,13, 21, 0.112, 0.038,  6
2018,08,14, 07, 0.040, 0.007,  3
2018,08,14, 08, 0.230, 0.082, 12
2018,08,14, 09, 0.998, 0.316, 12
2018,08,14, 10, 1.478, 0.306, 12
2018,08,14, 11, 1.838, 0.537, 12
2018,08,14, 12, 2.322, 0.629, 12
2018,08,14, 13, 2.603, 0.351, 12
2018,08,14, 14, 2.604, 0.550, 12
2018,08,14, 15, 2.365, 0.540, 12
2018,08,14, 16, 1.714, 0.773, 12
2018,08,14, 17, 1.187, 0.430, 12
2018,08,14, 18, 0.354, 0.135, 12
2018,08,14, 19, 0.240, 0.028, 12
2018,08,14, 20, 0.054, 0.041, 10
2018,08,15, 07, 0.034, 0.018,  5
2018,08,15, 08, 0.147, 0.047, 12
2018,08,15, 09, 0.480, 0.151, 12
2018,08,15, 10, 0.666, 0.094, 12
2018,08,15, 11, 1.061, 0.182, 12
2018,08,15, 12, 0.728, 0.325, 12
2018,08,15, 13, 1.163, 0.617, 12
2018,08,15, 14, 1.530, 0.584, 12
2018,08,15, 15, 1.657, 0.714, 12
2018,08,15, 16, 0.646, 0.462, 12
2018,08,15, 17, 0.647, 0.516, 12
2018,08,15, 18, 0.894, 0.292, 12
2018,08,15, 19, 0.247, 0.106, 12
2018,08,15, 20, 0.067, 0.021, 12
2018,08,15, 21, 0.016, 0.007,  3
2018,08,16, 07, 0.059, 0.027, 10
2018,08,16, 08, 0.364, 0.225, 12
2018,08,16, 09, 1.125, 0.226, 12
2018,08,16, 10, 1.703, 0.247, 12
2018,08,16, 11, 1.837, 0.303, 12
2018,08,16, 12, 1.467, 0.532, 12
2018,08,16, 13, 0.978, 0.190, 12
2018,08,16, 14, 1.170, 0.366, 12
2018,08,16, 15, 1.485, 0.296, 12
2018,08,16, 16, 1.597, 0.434, 12
2018,08,16, 17, 1.135, 0.442, 12
2018,08,16, 18, 0.810, 0.319, 12
2018,08,16, 19, 0.434, 0.192, 12
2018,08,16, 20, 0.080, 0.041, 12
2018,08,16, 21, 0.012, 0.000,  1
2018,08,17, 07, 0.028, 0.014,  3
2018,08,17, 08, 0.132, 0.058, 12
2018,08,17, 09, 0.310, 0.093, 12
2018,08,17, 10, 1.020, 0.662, 12
2018,08,17, 11, 1.892, 0.386, 12
2018,08,17, 12, 2.425, 0.467, 12
2018,08,17, 13, 2.087, 0.830, 12
2018,08,17, 14, 2.742, 0.333, 12
2018,08,17, 15, 2.754, 0.113, 12
2018,08,17, 16, 1.773, 0.588, 12
2018,08,17, 17, 1.048, 0.649, 12
2018,08,17, 18, 1.232, 0.312, 12
2018,08,17, 19, 0.497, 0.181, 12
2018,08,17, 20, 0.136, 0.046, 12
2018,08,17, 21, 0.028, 0.018,  3
2018,08,18, 07, 0.058, 0.032, 10
2018,08,18, 08, 0.348, 0.212, 12
2018,08,18, 09, 1.113, 0.227, 12
2018,08,18, 10, 1.782, 0.200, 12
2018,08,18, 11, 2.298, 0.155, 12
2018,08,18, 12, 2.379, 0.515, 12
2018,08,18, 13, 1.702, 0.907, 12
2018,08,18, 14, 0.834, 0.268, 12
2018,08,18, 15, 0.746, 0.163, 12
2018,08,18, 16, 0.855, 0.145, 12
2018,08,18, 17, 0.407, 0.179, 12
2018,08,18, 18, 0.231, 0.042, 12
2018,08,18, 19, 0.147, 0.071, 12
2018,08,18, 20, 0.090, 0.049, 12
2018,08,18, 21, 0.012, 0.000,  2
2018,08,19, 07, 0.059, 0.033,  9
2018,08,19, 08, 0.339, 0.194, 12
2018,08,19, 09, 0.878, 0.216, 12
2018,08,19, 10, 0.923, 0.315, 12
2018,08,19, 11, 1.601, 0.264, 12
2018,08,19, 12, 1.727, 0.317, 12
2018,08,19, 13, 1.281, 0.267, 12
2018,08,19, 14, 1.878, 0.389, 12
2018,08,19, 15, 2.318, 0.332, 12
2018,08,19, 16, 2.221, 0.315, 12
2018,08,19, 17, 1.131, 0.467, 12
2018,08,19, 18, 0.899, 0.328, 12
2018,08,19, 19, 0.290, 0.103, 12
2018,08,19, 20, 0.067, 0.038, 12
2018,08,20, 07, 0.017, 0.006,  7
2018,08,20, 08, 0.103, 0.058, 12
2018,08,20, 09, 0.415, 0.071, 12
2018,08,20, 10, 0.483, 0.172, 12
2018,08,20, 11, 0.994, 0.609, 12
2018,08,20, 12, 1.012, 0.181, 12
2018,08,20, 13, 0.819, 0.091, 12
2018,08,20, 14, 1.642, 0.608, 12
2018,08,20, 15, 1.061, 0.280, 12
2018,08,20, 16, 0.695, 0.087, 12
2018,08,20, 17, 0.580, 0.139, 12
2018,08,20, 18, 0.325, 0.136, 12
2018,08,20, 19, 0.456, 0.163, 12
2018,08,20, 20, 0.081, 0.039, 12
2018,08,20, 21, 0.012, 0.000,  1
2018,08,21, 07, 0.044, 0.021,  6
2018,08,21, 08, 0.219, 0.110, 12
2018,08,21, 09, 0.471, 0.051, 12
2018,08,21, 10, 0.942, 0.225, 12
2018,08,21, 11, 0.898, 0.083, 12
2018,08,21, 12, 1.908, 0.581, 12
2018,08,21, 13, 1.355, 0.507, 12
2018,08,21, 14, 1.640, 0.513, 12
2018,08,21, 15, 0.688, 0.373, 12
2018,08,21, 16, 1.187, 0.731, 12
2018,08,21, 17, 0.842, 0.281, 12
2018,08,21, 18, 0.945, 0.242, 12
2018,08,21, 19, 0.442, 0.177, 12
2018,08,21, 20, 0.079, 0.049, 12
2018,08,21, 21, 0.012, 0.000,  1
2018,08,22, 07, 0.054, 0.029,  8
2018,08,22, 08, 0.314, 0.138, 12
2018,08,22, 09, 0.890, 0.219, 12
2018,08,22, 10, 1.483, 0.212, 12
2018,08,22, 11, 2.016, 0.140, 12
2018,08,22, 12, 2.395, 0.104, 12
2018,08,22, 13, 2.292, 0.272, 12
2018,08,22, 14, 2.128, 0.498, 12
2018,08,22, 15, 1.773, 0.473, 12
2018,08,22, 16, 1.558, 0.444, 12
2018,08,22, 17, 1.374, 0.335, 12
2018,08,22, 18, 0.973, 0.253, 12
2018,08,22, 19, 0.381, 0.120, 12
2018,08,22, 20, 0.101, 0.065, 12
2018,08,23, 07, 0.081, 0.037,  8
2018,08,23, 08, 0.324, 0.124, 12
2018,08,23, 09, 0.072, 0.000,  1
2018,08,23, 10, 0.367, 0.074,  5
2018,08,23, 11, 0.332, 0.066, 12
2018,08,23, 12, 1.312, 0.494, 12
2018,08,23, 13, 2.033, 0.645, 12
2018,08,23, 14, 2.016, 0.553, 12
2018,08,23, 15, 1.241, 0.657, 12
2018,08,23, 16, 0.605, 0.164, 12
2018,08,23, 17, 0.483, 0.098, 12
2018,08,23, 18, 0.759, 0.425, 12
2018,08,23, 19, 0.420, 0.190, 12
2018,08,23, 20, 0.085, 0.066,  9
2018,08,24, 08, 0.101, 0.070, 11
2018,08,24, 09, 0.753, 0.507, 12
2018,08,24, 10, 1.762, 0.235, 12
2018,08,24, 11, 2.371, 0.279, 12
2018,08,24, 12, 2.517, 0.481, 12
2018,08,24, 13, 1.948, 0.612, 12
2018,08,24, 14, 2.089, 0.688, 12
2018,08,24, 15, 2.130, 0.798, 12
2018,08,24, 16, 1.325, 0.310, 12
2018,08,24, 17, 0.772, 0.134, 12
2018,08,24, 18, 0.484, 0.125, 12
2018,08,24, 19, 0.246, 0.079, 12
2018,08,24, 20, 0.071, 0.030, 11
2018,08,25, 07, 0.041, 0.025,  5
2018,08,25, 08, 0.140, 0.078, 12
2018,08,25, 09, 0.771, 0.373, 12
2018,08,25, 10, 1.527, 0.395, 12
2018,08,25, 11, 1.489, 0.762, 12
2018,08,25, 12, 1.315, 0.992, 12
2018,08,25, 13, 1.964, 0.815, 12
2018,08,25, 14, 0.542, 0.559, 12
2018,08,25, 15, 1.123, 0.999, 12
2018,08,25, 16, 1.125, 0.894, 12
2018,08,25, 17, 0.625, 0.686, 12
2018,08,25, 18, 1.069, 0.581, 12
2018,08,25, 19, 0.217, 0.123, 10
2018,08,25, 20, 0.088, 0.096,  9
2018,08,26, 07, 0.056, 0.032,  8
2018,08,26, 08, 0.368, 0.220, 12
2018,08,26, 09, 0.967, 0.188, 12
2018,08,26, 10, 1.780, 0.251, 12
2018,08,26, 11, 1.908, 0.147, 12
2018,08,26, 12, 2.564, 0.370, 12
2018,08,26, 13, 2.849, 0.236, 12
2018,08,26, 14, 2.644, 0.250, 12
2018,08,26, 15, 2.153, 0.614, 12
2018,08,26, 16, 1.226, 0.440, 12
2018,08,26, 17, 0.534, 0.242, 12
2018,08,26, 18, 0.414, 0.157, 12
2018,08,26, 19, 0.156, 0.043, 12
2018,08,26, 20, 0.041, 0.018,  8
2018,08,27, 08, 0.069, 0.035,  9
2018,08,27, 09, 0.361, 0.127, 12
2018,08,27, 10, 0.268, 0.090, 12
2018,08,27, 11, 1.196, 0.381, 12
2018,08,27, 12, 1.236, 0.608, 12
2018,08,27, 13, 0.491, 0.162, 12
2018,08,27, 14, 1.525, 0.759, 12
2018,08,27, 15, 0.740, 0.176, 12
2018,08,27, 16, 0.354, 0.142, 12
2018,08,27, 17, 0.414, 0.154, 12
2018,08,27, 18, 0.331, 0.107, 12
2018,08,27, 19, 0.098, 0.023, 12
2018,08,27, 20, 0.046, 0.030, 10
2018,08,28, 07, 0.027, 0.011,  4
2018,08,28, 08, 0.137, 0.063, 12
2018,08,28, 09, 0.384, 0.084, 12
2018,08,28, 10, 0.777, 0.232, 12
2018,08,28, 11, 2.011, 0.370, 12
2018,08,28, 12, 2.220, 0.552, 12
2018,08,28, 13, 1.982, 0.783, 12
2018,08,28, 14, 1.166, 0.305, 12
2018,08,28, 15, 1.236, 0.361, 12
2018,08,28, 16, 1.345, 0.533, 12
2018,08,28, 17, 0.993, 0.434, 12
2018,08,28, 18, 0.787, 0.161, 12
2018,08,28, 19, 0.357, 0.144, 12
2018,08,28, 20, 0.079, 0.042, 10
2018,08,29, 07, 0.070, 0.032,  7
2018,08,29, 08, 0.323, 0.196, 12
2018,08,29, 09, 0.960, 0.320, 12
2018,08,29, 10, 1.282, 0.134, 12
2018,08,29, 11, 0.990, 0.163, 12
2018,08,29, 12, 2.133, 0.402, 12
2018,08,29, 13, 1.466, 0.462, 12
2018,08,29, 14, 0.886, 0.298, 12
2018,08,29, 15, 0.606, 0.213, 12
2018,08,29, 16, 0.316, 0.174, 12
2018,08,29, 17, 0.239, 0.041, 12
2018,08,29, 18, 0.141, 0.096,  7
2018,08,29, 19, 0.016, 0.007,  3
2018,08,29, 20, 0.012, 0.000,  2
2018,08,30, 07, 0.044, 0.025,  6
2018,08,30, 08, 0.288, 0.147, 12
2018,08,30, 09, 0.747, 0.147, 12
2018,08,30, 10, 1.364, 0.570, 12
2018,08,30, 11, 1.654, 0.735, 12
2018,08,30, 12, 1.656, 0.677, 12
2018,08,30, 13, 1.864, 0.568, 12
2018,08,30, 14, 2.550, 0.648, 12
2018,08,30, 15, 1.446, 0.831, 12
2018,08,30, 16, 1.638, 0.756, 12
2018,08,30, 17, 1.095, 0.566, 12
2018,08,30, 18, 0.584, 0.471, 12
2018,08,30, 19, 0.246, 0.089, 12
2018,08,30, 20, 0.076, 0.042,  9
2018,08,31, 07, 0.048, 0.023,  6
2018,08,31, 08, 0.181, 0.064, 12
2018,08,31, 09, 0.391, 0.076, 12
2018,08,31, 10, 0.884, 0.206, 12
2018,08,31, 11, 1.421, 0.130, 12
2018,08,31, 12, 1.845, 0.336, 12
2018,08,31, 13, 1.509, 0.961, 12
2018,08,31, 14, 0.562, 0.137, 12
2018,08,31, 15, 1.961, 0.907, 12
2018,08,31, 16, 2.386, 0.120, 12
2018,08,31, 17, 1.469, 0.628, 12
2018,08,31, 18, 0.737, 0.578, 12
2018,08,31, 19, 0.050, 0.021, 12
2018,08,31, 20, 0.018, 0.007,  6
2018,09,01, 07, 0.044, 0.024,  6
2018,09,01, 08, 0.309, 0.166, 12
2018,09,01, 09, 0.995, 0.221, 12
2018,09,01, 10, 1.694, 0.183, 12
2018,09,01, 11, 2.233, 0.132, 12
2018,09,01, 12, 2.592, 0.091, 12
2018,09,01, 13, 2.071, 0.853, 12
2018,09,01, 14, 1.855, 0.881, 12
2018,09,01, 15, 2.129, 0.807, 12
2018,09,01, 16, 1.407, 0.842, 12
2018,09,01, 17, 1.394, 0.580, 12
2018,09,01, 18, 0.656, 0.253, 12
2018,09,01, 19, 0.329, 0.202, 12
2018,09,01, 20, 0.054, 0.028,  8
2018,09,02, 07, 0.046, 0.021,  5
2018,09,02, 08, 0.298, 0.157, 12
2018,09,02, 09, 0.956, 0.228, 12
2018,09,02, 10, 1.656, 0.276, 12
2018,09,02, 11, 2.245, 0.141, 12
2018,09,02, 12, 2.594, 0.067, 12
2018,09,02, 13, 2.732, 0.080, 12
2018,09,02, 14, 2.106, 0.777, 12
2018,09,02, 15, 2.608, 0.103, 12
2018,09,02, 16, 2.233, 0.138, 12
2018,09,02, 17, 1.688, 0.195, 12
2018,09,02, 18, 1.038, 0.219, 12
2018,09,02, 19, 0.315, 0.196, 12
2018,09,02, 20, 0.048, 0.023,  7
2018,09,03, 07, 0.012, 0.000,  1
2018,09,03, 08, 0.029, 0.020, 11
2018,09,03, 09, 0.198, 0.072, 12
2018,09,03, 10, 0.226, 0.096, 12
2018,09,03, 11, 0.247, 0.101, 12
2018,09,03, 12, 0.614, 0.318, 12
2018,09,03, 13, 0.356, 0.161, 12
2018,09,03, 14, 1.693, 0.741, 12
2018,09,03, 15, 1.420, 0.633, 12
2018,09,03, 16, 1.170, 0.476, 12
2018,09,03, 17, 0.594, 0.271, 12
2018,09,03, 18, 0.222, 0.067, 12
2018,09,03, 19, 0.113, 0.098, 12
2018,09,03, 20, 0.014, 0.005,  7
2018,09,04, 07, 0.030, 0.008,  2
2018,09,04, 08, 0.170, 0.086, 12
2018,09,04, 09, 0.536, 0.152, 12
2018,09,04, 10, 1.303, 0.189, 12
2018,09,04, 11, 1.873, 0.228, 12
2018,09,04, 12, 2.102, 0.353, 12
2018,09,04, 13, 1.926, 0.331, 12
2018,09,04, 14, 2.412, 0.186, 12
2018,09,04, 15, 2.295, 0.043, 12
2018,09,04, 16, 1.640, 0.383, 12
2018,09,04, 17, 1.370, 0.174, 12
2018,09,04, 18, 0.754, 0.259, 12
2018,09,04, 19, 0.222, 0.165, 12
2018,09,04, 20, 0.014, 0.005,  7
2018,09,05, 07, 0.012, 0.000,  1
2018,09,05, 08, 0.151, 0.111, 12
2018,09,05, 09, 0.630, 0.277, 12
2018,09,05, 10, 1.226, 0.329, 12
2018,09,05, 11, 1.881, 0.332, 12
2018,09,05, 12, 1.213, 0.496, 12
2018,09,05, 13, 1.623, 0.636, 12
2018,09,05, 14, 1.459, 0.534, 12
2018,09,05, 15, 2.068, 0.354, 12
2018,09,05, 16, 1.684, 0.297, 12
2018,09,05, 17, 0.926, 0.397, 12
2018,09,05, 18, 0.727, 0.242, 12
2018,09,05, 19, 0.169, 0.069, 12
2018,09,05, 20, 0.038, 0.026,  5
2018,09,06, 08, 0.072, 0.029,  9
2018,09,06, 09, 0.222, 0.048, 12
2018,09,06, 10, 0.377, 0.128, 12
2018,09,06, 11, 0.539, 0.072, 12
2018,09,06, 12, 0.768, 0.212, 12
2018,09,06, 13, 0.490, 0.284, 12
2018,09,06, 14, 0.273, 0.083, 12
2018,09,06, 15, 0.164, 0.078, 12
2018,09,06, 16, 0.650, 0.470, 12
2018,09,06, 17, 0.618, 0.178, 12
2018,09,06, 18, 0.328, 0.146, 12
2018,09,06, 19, 0.347, 0.164, 12
2018,09,06, 20, 0.070, 0.062,  7
2018,09,07, 08, 0.044, 0.025,  3
2018,09,07, 09, 0.298, 0.297, 12
2018,09,07, 10, 0.647, 0.592, 12
2018,09,07, 11, 0.735, 0.678, 12
2018,09,07, 12, 1.538, 0.843, 12
2018,09,07, 13, 2.270, 0.726, 12
2018,09,07, 14, 2.380, 0.578, 12
2018,09,07, 15, 2.289, 0.713, 12
2018,09,07, 16, 2.190, 0.504, 12
2018,09,07, 17, 1.240, 0.420, 12
2018,09,07, 18, 0.912, 0.217, 12
2018,09,07, 19, 0.260, 0.189, 12
2018,09,07, 20, 0.036, 0.012,  5
2018,09,08, 07, 0.052, 0.025,  3
2018,09,08, 08, 0.192, 0.073, 12
2018,09,08, 09, 0.891, 0.336, 12
2018,09,08, 10, 1.297, 0.237, 12
2018,09,08, 11, 1.486, 0.337, 12
2018,09,08, 12, 1.521, 0.623, 12
2018,09,08, 13, 1.355, 0.820, 12
2018,09,08, 14, 0.763, 0.407, 12
2018,09,08, 15, 1.305, 0.371, 12
2018,09,08, 16, 0.660, 0.082, 12
2018,09,08, 17, 0.619, 0.342, 12
2018,09,08, 18, 0.231, 0.036, 12
2018,09,08, 19, 0.123, 0.053, 12
2018,09,08, 20, 0.024, 0.012,  3
2018,09,09, 07, 0.012, 0.000,  1
2018,09,09, 08, 0.070, 0.053, 12
2018,09,09, 09, 0.393, 0.167, 12
2018,09,09, 10, 0.925, 0.500, 12
2018,09,09, 11, 1.134, 0.345, 12
2018,09,09, 12, 2.352, 0.552, 12
2018,09,09, 13, 2.365, 0.317, 12
2018,09,09, 14, 2.111, 0.589, 12
2018,09,09, 15, 2.029, 0.687, 12
2018,09,09, 16, 1.802, 0.490, 12
2018,09,09, 17, 1.004, 0.412, 12
2018,09,09, 18, 0.755, 0.374, 12
2018,09,09, 19, 0.230, 0.156, 12
2018,09,09, 20, 0.028, 0.018,  3
2018,09,10, 08, 0.101, 0.046, 11
2018,09,10, 09, 0.347, 0.167, 12
2018,09,10, 10, 0.842, 0.379, 12
2018,09,10, 11, 1.352, 0.369, 12
2018,09,10, 12, 1.099, 0.234, 12
2018,09,10, 13, 0.945, 0.160, 12
2018,09,10, 14, 0.855, 0.267, 12
2018,09,10, 15, 0.603, 0.333, 12
2018,09,10, 16, 0.705, 0.210, 12
2018,09,10, 17, 0.307, 0.053, 12
2018,09,10, 18, 0.358, 0.123, 12
2018,09,10, 19, 0.126, 0.058, 12
2018,09,10, 20, 0.020, 0.007,  3
2018,09,11, 08, 0.109, 0.045, 11
2018,09,11, 09, 0.521, 0.205, 12
2018,09,11, 10, 0.980, 0.299, 12
2018,09,11, 11, 1.584, 0.286, 12
2018,09,11, 12, 2.075, 0.348, 12
2018,09,11, 13, 2.604, 0.191, 12
2018,09,11, 14, 2.642, 0.098, 12
2018,09,11, 15, 1.798, 0.624, 12
2018,09,11, 16, 1.527, 0.415, 12
2018,09,11, 17, 1.239, 0.568, 12
2018,09,11, 18, 0.456, 0.204, 12
2018,09,11, 19, 0.145, 0.060, 12
2018,09,11, 20, 0.028, 0.018,  3
2018,09,12, 08, 0.111, 0.117,  7
2018,09,12, 09, 0.293, 0.082, 12
2018,09,12, 10, 0.460, 0.285, 12
2018,09,12, 11, 0.119, 0.040, 12
2018,09,12, 12, 0.317, 0.102, 12
2018,09,12, 13, 0.385, 0.096, 12
2018,09,12, 14, 0.418, 0.092, 12
2018,09,12, 15, 0.409, 0.169, 12
2018,09,12, 16, 0.280, 0.070, 12
2018,09,12, 17, 0.395, 0.130, 12
2018,09,12, 18, 0.161, 0.049, 12
2018,09,12, 19, 0.048, 0.024,  8
2018,09,13, 08, 0.084, 0.056, 11
2018,09,13, 09, 0.435, 0.147, 12
2018,09,13, 10, 1.042, 0.336, 12
2018,09,13, 11, 1.939, 0.647, 12
2018,09,13, 12, 2.074, 0.781, 12
2018,09,13, 13, 2.565, 0.429, 12
2018,09,13, 14, 2.489, 0.627, 12
2018,09,13, 15, 2.331, 0.620, 12
2018,09,13, 16, 1.901, 0.647, 12
2018,09,13, 17, 1.656, 0.223, 12
2018,09,13, 18, 0.914, 0.235, 12
2018,09,13, 19, 0.199, 0.153, 12
2018,09,13, 20, 0.024, 0.010,  4
2018,09,14, 07, 0.018, 0.008,  2
2018,09,14, 08, 0.222, 0.149, 12
2018,09,14, 09, 0.912, 0.258, 12
2018,09,14, 10, 1.651, 0.180, 12
2018,09,14, 11, 2.198, 0.129, 12
2018,09,14, 12, 2.527, 0.195, 12
2018,09,14, 13, 2.270, 0.455, 12
2018,09,14, 14, 2.654, 0.195, 12
2018,09,14, 15, 2.194, 0.612, 12
2018,09,14, 16, 1.335, 0.490, 12
2018,09,14, 17, 0.398, 0.090, 12
2018,09,14, 18, 0.140, 0.061, 12
2018,09,14, 19, 0.025, 0.014, 11
2018,09,15, 07, 0.012, 0.000,  1
2018,09,15, 08, 0.106, 0.042, 12
2018,09,15, 09, 0.737, 0.356, 12
2018,09,15, 10, 1.377, 0.571, 12
2018,09,15, 11, 0.990, 0.841, 12
2018,09,15, 12, 1.041, 0.892, 12
2018,09,15, 13, 1.392, 0.976, 12
2018,09,15, 14, 1.287, 1.020, 12
2018,09,15, 15, 0.447, 0.188, 12
2018,09,15, 16, 0.991, 0.632, 12
2018,09,15, 17, 0.500, 0.266, 12
2018,09,15, 18, 0.595, 0.274, 12
2018,09,15, 19, 0.154, 0.097, 12
2018,09,15, 20, 0.024, 0.000,  1
